Date,Store_ID,Category,Sub_Category,Product_Name,Product_ID,Region,Inventory_Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Discount,Weather_Condition,Holiday_Promotion,Competitor_Pricing,Seasonality
2023-01-09,S001,FOOD & GROCERIES,Fresh Produce,Oranges,P0043,East,475,6,125,6.27,48.69,10,Rainy,0,52.47,Winter
2023-01-12,S002,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,South,759,10,4,11.83,89.65,5,Rainy,0,81.27,Winter
2023-01-15,S009,FOOD & GROCERIES,Bakery & Bread,Croissants,P0030,East,570,30,107,24.13,50.66,0,Sunny,0,46.9,Winter
2023-01-07,S009,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,South,470,46,174,39.42,83.73,20,Rainy,0,79.96,Winter
2023-01-28,S010,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,898,11,106,11.92,29.9,20,Rainy,0,29.43,Winter
2023-01-22,S005,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,North,537,50,71,58.2,15.78,0,Sunny,0,14.26,Winter
2023-01-19,S005,FOOD & GROCERIES,Dairy & Eggs,Cheddar Cheese,P0039,West,66,43,7,36.12,75.6,0,Sunny,0,69.48,Winter
2023-01-28,S010,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,West,869,53,24,44.92,10.55,10,Sunny,1,11.22,Winter
2023-01-12,S002,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,South,894,43,178,37.2,69.46,5,Snowy,0,76.12,Winter
2023-01-17,S009,FOOD & GROCERIES,Dairy & Eggs,Butter,P0042,South,265,45,89,52.58,76.62,15,Sunny,0,83.59,Winter
2023-01-08,S007,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,South,506,63,29,73.45,79.87,20,Sunny,0,84.93,Winter
2023-01-16,S008,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,West,735,12,56,10.0,50.06,15,Cloudy,0,50.38,Winter
2023-01-31,S005,FOOD & GROCERIES,Fresh Produce,Tomatoes,P0025,East,257,100,110,82.7,90.0,10,Snowy,1,96.18,Winter
2023-01-29,S004,KITCHEN,Small Appliances,Mixer Grinder,P0004,East,456,62,152,71.41,14.07,20,Rainy,0,14.74,Winter
2023-01-20,S006,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,West,584,16,151,17.9,30.11,15,Sunny,0,31.37,Winter
2023-01-14,S003,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,West,677,10,22,11.99,10.05,5,Rainy,0,10.19,Winter
2023-01-20,S002,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,East,784,33,198,31.36,10.7,0,Sunny,1,10.73,Winter
2023-01-05,S002,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,South,615,96,158,104.51,10.63,15,Cloudy,0,11.67,Winter
2023-01-12,S002,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,North,716,70,152,59.55,19.46,20,Rainy,0,21.04,Winter
2023-01-26,S004,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,South,528,80,173,75.29,84.59,20,Cloudy,0,84.82,Winter
2023-01-04,S009,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,East,419,51,145,40.97,10.37,15,Rainy,0,9.82,Winter
2023-01-09,S005,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,East,546,47,79,42.81,86.5,20,Rainy,0,78.6,Winter
2023-01-27,S007,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,South,662,44,115,49.81,99.42,15,Cloudy,0,91.65,Winter
2023-01-02,S005,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,South,794,32,156,32.2,95.93,15,Cloudy,0,98.56,Winter
2023-01-19,S010,AUTOMOTIVE,Engine Parts,Oil Filter,P0006,West,404,76,127,70.83,69.94,10,Cloudy,0,74.1,Winter
2023-01-18,S009,FOOD & GROCERIES,Dairy & Eggs,Cheddar Cheese,P0039,East,287,21,14,25.17,68.69,5,Cloudy,0,63.17,Winter
2023-01-04,S007,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,North,605,0,99,0.0,23.38,5,Rainy,0,21.96,Winter
2023-01-27,S001,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,South,235,53,33,62.62,39.97,10,Rainy,0,42.1,Winter
2023-01-20,S002,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,South,394,33,84,37.08,35.63,5,Cloudy,0,35.28,Winter
2023-01-31,S003,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,South,455,50,108,55.84,39.68,5,Sunny,0,35.98,Winter
2023-01-21,S006,KITCHEN,Cookware,Pressure Cooker,P0034,East,564,11,64,9.12,47.63,0,Sunny,0,45.81,Winter
2023-01-11,S007,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,North,1212,16,162,13.74,70.93,0,Sunny,0,74.56,Winter
2023-01-15,S001,FOOD & GROCERIES,Dairy & Eggs,Greek Yogurt,P0038,West,392,29,60,30.81,66.91,0,Sunny,0,65.1,Winter
2023-01-07,S009,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,East,838,74,94,68.79,94.56,20,Sunny,1,96.08,Winter
2023-01-18,S004,FOOD & GROCERIES,Fresh Produce,Bananas,P0024,East,307,67,55,59.82,22.32,0,Cloudy,0,21.92,Winter
2023-01-24,S007,KITCHEN,Small Appliances,Electric Kettle,P0013,North,419,44,102,45.15,74.88,10,Snowy,1,82.11,Winter
2023-01-16,S001,KITCHEN,Cookware,Saucepan,P0008,South,300,72,102,60.6,79.59,0,Cloudy,1,72.22,Winter
2023-01-18,S002,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,East,647,96,53,86.51,65.04,0,Sunny,1,64.48,Winter
2023-01-03,S002,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,846,40,59,41.41,67.17,20,Rainy,1,71.73,Winter
2023-01-09,S007,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,South,599,0,122,0.0,25.6,0,Sunny,0,25.18,Winter
2023-01-06,S003,FOOD & GROCERIES,Bakery & Bread,Wheat Bread,P0012,South,390,70,158,71.67,54.19,10,Sunny,0,54.64,Winter
2023-01-13,S003,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,North,296,84,177,92.31,12.32,0,Rainy,1,11.28,Winter
2023-01-05,S009,KITCHEN,Cookware,Saucepan,P0008,North,897,49,189,56.47,54.2,5,Cloudy,0,48.92,Winter
2023-01-20,S007,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,East,1539,47,45,44.4,29.58,0,Sunny,0,29.88,Winter
2023-01-09,S008,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,East,713,48,117,53.29,14.76,10,Rainy,1,14.57,Winter
2023-01-25,S009,KITCHEN,Cookware,Non-stick Pan,P0035,East,487,27,131,30.2,23.2,10,Rainy,0,22.74,Winter
2023-01-26,S007,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,East,689,42,132,49.42,12.99,10,Cloudy,1,12.7,Winter
2023-01-16,S004,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,North,683,80,94,84.35,22.99,5,Cloudy,0,23.37,Winter
2023-01-31,S005,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,South,399,51,4,42.53,64.35,20,Cloudy,0,70.49,Winter
2023-01-24,S009,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,563,107,199,116.58,46.03,20,Sunny,1,49.46,Winter
2023-01-05,S001,FOOD & GROCERIES,Dairy & Eggs,Skim Milk,P0017,West,396,94,57,83.66,97.75,15,Sunny,1,99.29,Winter
2023-01-06,S008,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,South,669,61,17,51.03,93.37,10,Sunny,1,94.69,Winter
2023-01-10,S001,FOOD & GROCERIES,Fresh Produce,Oranges,P0043,North,532,32,89,34.11,60.88,15,Sunny,0,56.78,Winter
2023-01-03,S010,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,South,684,33,158,38.3,52.36,0,Rainy,1,56.6,Winter
2023-01-05,S008,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,East,673,71,194,61.54,23.62,15,Rainy,0,24.39,Winter
2023-01-18,S001,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,East,629,31,112,28.42,94.7,10,Cloudy,0,100.13,Winter
2023-01-07,S004,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,West,390,60,175,62.59,44.14,10,Snowy,0,40.74,Winter
2023-01-15,S009,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,East,534,38,153,40.39,81.99,10,Cloudy,0,82.33,Winter
2023-01-30,S005,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,East,666,91,11,97.33,49.98,10,Cloudy,1,47.64,Winter
2023-01-10,S004,FOOD & GROCERIES,Bakery & Bread,Muffins,P0032,South,378,26,112,28.46,19.84,5,Cloudy,0,21.43,Winter
2023-01-23,S009,FOOD & GROCERIES,Bakery & Bread,White Bread,P0002,East,685,70,171,83.87,38.94,10,Rainy,0,36.78,Winter
2023-01-11,S006,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,West,302,65,185,70.06,68.58,10,Sunny,0,71.23,Winter
2023-01-10,S003,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,South,684,87,85,99.23,36.69,5,Rainy,1,39.08,Winter
2023-01-21,S010,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,South,369,42,155,45.84,35.2,20,Cloudy,0,33.83,Winter
2023-01-18,S010,FOOD & GROCERIES,Dairy & Eggs,Skim Milk,P0017,South,270,30,46,24.97,48.68,0,Rainy,0,48.27,Winter
2023-01-07,S005,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,East,493,54,114,61.87,85.5,15,Sunny,0,87.55,Winter
2023-01-30,S008,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,East,668,65,60,59.22,20.4,5,Sunny,0,20.85,Winter
2023-01-26,S001,KITCHEN,Small Appliances,Electric Kettle,P0013,East,459,0,178,0.0,32.61,0,Cloudy,0,35.19,Winter
2023-01-21,S003,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,East,743,30,89,28.89,92.9,5,Cloudy,0,84.91,Winter
2023-01-27,S003,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,South,833,12,168,11.61,65.2,0,Cloudy,0,65.44,Winter
2023-01-18,S007,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,North,755,64,112,75.78,25.86,20,Rainy,1,27.85,Winter
2023-01-17,S009,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,West,520,62,48,70.97,81.98,5,Cloudy,0,75.51,Winter
2023-01-29,S009,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,North,561,65,101,62.82,38.71,10,Rainy,0,41.67,Winter
2023-01-11,S007,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,South,1331,14,133,16.41,24.87,10,Sunny,0,26.63,Winter
2023-01-11,S003,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,North,593,59,80,66.89,65.21,15,Cloudy,0,63.78,Winter
2023-01-01,S009,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,South,510,49,39,40.07,17.13,5,Sunny,0,16.17,Winter
2023-01-22,S009,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,West,295,36,53,41.29,95.02,20,Sunny,0,95.46,Winter
2023-01-04,S008,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,West,555,41,47,40.53,57.63,10,Rainy,0,60.38,Winter
2023-01-16,S003,FOOD & GROCERIES,Bakery & Bread,Wheat Bread,P0012,North,539,41,190,32.92,26.38,10,Sunny,0,26.57,Winter
2023-01-13,S006,KITCHEN,Cookware,Saucepan,P0008,East,231,29,49,34.27,21.62,5,Cloudy,0,22.94,Winter
2023-01-11,S001,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,East,492,77,32,85.5,29.86,0,Cloudy,0,30.67,Winter
2023-01-16,S006,KITCHEN,Small Appliances,Mixer Grinder,P0004,West,449,10,195,10.91,23.72,5,Sunny,0,22.97,Winter
2023-01-21,S010,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,West,485,14,137,15.98,16.22,15,Sunny,1,17.16,Winter
2023-01-12,S008,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,South,924,65,155,52.26,96.75,10,Cloudy,0,92.46,Winter
2023-01-26,S008,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,South,792,16,139,16.65,41.7,0,Rainy,0,41.41,Winter
2023-01-17,S001,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,West,732,46,149,52.26,70.97,5,Sunny,0,67.83,Winter
2023-01-29,S001,KITCHEN,Cookware,Pressure Cooker,P0034,West,572,46,183,37.67,87.35,0,Rainy,0,82.89,Winter
2023-01-06,S002,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,South,524,74,36,75.31,32.3,10,Snowy,1,31.81,Winter
2023-01-17,S009,AUTOMOTIVE,Engine Parts,Oil Filter,P0006,North,918,57,71,64.7,27.8,10,Sunny,0,27.26,Winter
2023-01-12,S008,FOOD & GROCERIES,Fresh Produce,Oranges,P0043,South,394,60,93,62.6,69.4,20,Cloudy,0,67.57,Winter
2023-01-19,S008,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,East,899,59,166,52.86,66.63,5,Cloudy,0,61.75,Winter
2023-01-12,S002,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,East,614,15,143,13.35,41.05,5,Sunny,0,38.26,Winter
2023-01-27,S006,BOOKS & MEDIA,Physical Books,Business Book,P0016,South,454,75,198,82.78,45.49,10,Snowy,0,43.79,Winter
2023-01-04,S002,FOOD & GROCERIES,Bakery & Bread,Wheat Bread,P0012,East,285,44,38,36.26,28.41,10,Sunny,0,30.05,Winter
2023-01-28,S007,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,East,347,101,48,114.03,42.61,0,Snowy,1,45.66,Winter
2023-01-07,S005,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,East,551,45,197,43.86,36.06,20,Rainy,0,38.48,Winter
2023-01-11,S002,FOOD & GROCERIES,Bakery & Bread,Croissants,P0030,South,618,25,149,25.68,73.67,15,Cloudy,0,70.46,Winter
2023-01-13,S003,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,South,752,21,141,24.36,17.83,5,Sunny,0,19.49,Winter
2023-01-22,S004,FOOD & GROCERIES,Fresh Produce,Spinach,P0010,East,431,37,159,36.0,25.83,20,Sunny,0,25.63,Winter
2023-01-20,S003,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,1316,28,38,22.69,24.89,5,Sunny,0,22.83,Winter
2023-01-21,S002,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,South,613,82,154,67.26,59.05,0,Sunny,0,59.38,Winter
2023-01-17,S007,FOOD & GROCERIES,Bakery & Bread,Muffins,P0032,East,487,19,173,19.58,63.11,0,Rainy,0,63.28,Winter
2023-01-26,S004,FOOD & GROCERIES,Bakery & Bread,Wheat Bread,P0012,East,245,46,59,50.79,89.29,15,Rainy,0,91.54,Winter
2023-01-18,S002,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,West,496,82,144,68.63,20.36,0,Sunny,0,20.39,Winter
2023-01-11,S006,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,1215,8,69,9.45,33.71,5,Sunny,0,32.82,Winter
2023-01-31,S005,FOOD & GROCERIES,Dairy & Eggs,Whole Milk,P0020,West,342,74,116,69.46,73.3,5,Snowy,1,71.22,Winter
2023-01-25,S004,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,North,741,69,127,81.69,55.34,20,Sunny,0,50.66,Winter
2023-01-09,S008,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,North,521,64,197,56.47,48.21,20,Rainy,0,51.77,Winter
2023-01-30,S010,FOOD & GROCERIES,Fresh Produce,Apples,P0027,East,498,61,183,52.14,78.93,15,Cloudy,0,74.48,Winter
2023-01-31,S008,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,North,519,83,126,95.17,15.91,10,Sunny,0,16.41,Winter
2023-01-06,S004,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,South,476,55,125,50.45,89.35,5,Sunny,0,90.1,Winter
2023-01-30,S003,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,South,568,87,126,76.09,57.21,5,Sunny,0,61.66,Winter
2023-01-26,S006,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,East,615,31,147,36.64,80.36,5,Sunny,0,87.82,Winter
2023-01-15,S007,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,West,730,75,50,71.89,60.63,15,Rainy,0,62.27,Winter
2023-01-23,S001,KITCHEN,Small Appliances,Mixer Grinder,P0004,North,357,70,107,81.16,34.61,20,Sunny,0,34.13,Winter
2023-01-14,S007,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,South,580,87,58,73.28,39.96,20,Sunny,1,43.08,Winter
2023-01-16,S007,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,North,518,2,198,1.82,81.93,5,Sunny,0,79.8,Winter
2023-01-21,S005,KITCHEN,Small Appliances,Mixer Grinder,P0004,South,470,66,30,55.49,44.8,0,Cloudy,1,40.6,Winter
2023-01-05,S002,KITCHEN,Cookware,Non-stick Pan,P0035,South,498,53,97,62.99,91.88,20,Cloudy,0,85.92,Winter
2023-01-08,S009,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,East,514,14,50,12.82,81.94,10,Sunny,0,78.21,Winter
2023-01-15,S006,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,East,820,8,105,8.46,22.39,10,Sunny,1,22.37,Winter
2023-01-24,S007,KITCHEN,Small Appliances,Mixer Grinder,P0004,West,725,89,190,102.25,28.69,20,Sunny,1,30.4,Winter
2023-01-09,S001,KITCHEN,Cookware,Saucepan,P0008,East,426,28,154,28.82,46.57,0,Rainy,0,50.47,Winter
2023-01-24,S002,BOOKS & MEDIA,Physical Books,Business Book,P0016,North,474,16,61,14.56,57.49,10,Sunny,0,54.64,Winter
2023-01-20,S008,BOOKS & MEDIA,Physical Books,Business Book,P0016,West,427,71,169,73.17,88.86,0,Sunny,0,82.18,Winter
2023-01-16,S005,KITCHEN,Cookware,Pressure Cooker,P0034,West,598,15,189,16.51,52.84,15,Sunny,0,54.9,Winter
2023-01-26,S008,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,East,902,16,183,18.33,68.35,10,Sunny,1,67.62,Winter
2023-01-08,S010,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,East,973,28,104,30.37,59.57,15,Cloudy,0,63.42,Winter
2023-01-04,S002,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,North,812,78,174,84.62,35.55,0,Cloudy,0,36.66,Winter
2023-01-27,S004,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,494,51,143,46.55,72.9,20,Rainy,0,78.05,Winter
2023-01-27,S006,KITCHEN,Small Appliances,Electric Kettle,P0013,South,1056,21,182,19.82,46.48,0,Cloudy,0,46.41,Winter
2023-01-24,S004,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,North,399,35,163,34.39,73.99,10,Cloudy,0,68.01,Winter
2023-01-08,S009,FOOD & GROCERIES,Dairy & Eggs,Butter,P0042,South,410,7,152,6.38,93.91,10,Cloudy,0,102.1,Winter
2023-01-04,S007,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,North,122,33,97,35.81,17.36,5,Sunny,0,15.98,Winter
2023-01-13,S010,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,West,538,60,187,67.52,70.35,5,Snowy,1,76.22,Winter
2023-01-12,S004,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,West,791,67,117,53.73,52.19,5,Snowy,0,52.82,Winter
2023-01-18,S006,FOOD & GROCERIES,Bakery & Bread,Wheat Bread,P0012,South,297,16,142,18.1,59.55,5,Sunny,0,55.54,Winter
2023-01-17,S010,KITCHEN,Cookware,Pressure Cooker,P0034,North,283,0,37,0.0,42.45,20,Snowy,0,44.31,Winter
2023-01-02,S006,KITCHEN,Small Appliances,Mixer Grinder,P0004,West,552,80,183,64.04,11.25,10,Snowy,0,11.66,Winter
2023-01-13,S010,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,North,861,72,198,59.35,66.84,0,Cloudy,0,70.21,Winter
2023-01-20,S003,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,820,84,152,72.39,72.57,20,Rainy,0,71.63,Winter
2023-01-22,S007,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,South,718,59,172,67.58,83.09,5,Cloudy,1,81.34,Winter
2023-01-10,S008,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,West,470,85,150,77.23,52.9,20,Snowy,0,51.31,Winter
2023-01-07,S006,FOOD & GROCERIES,Fresh Produce,Spinach,P0010,South,333,56,156,67.01,30.32,0,Sunny,0,28.6,Winter
2023-01-19,S006,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,South,1003,15,198,16.92,79.8,10,Sunny,0,72.45,Winter
2023-01-31,S002,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,West,564,51,119,48.95,53.08,5,Sunny,1,49.07,Winter
2023-01-09,S010,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,North,511,65,153,76.2,27.47,20,Sunny,0,27.43,Winter
2023-01-15,S003,KITCHEN,Small Appliances,Electric Kettle,P0013,South,607,66,59,65.09,90.57,5,Sunny,0,96.6,Winter
2023-01-25,S003,KITCHEN,Cookware,Saucepan,P0008,South,561,11,120,12.43,76.0,20,Sunny,0,79.26,Winter
2023-01-30,S003,FOOD & GROCERIES,Fresh Produce,Spinach,P0010,South,420,9,68,7.91,30.99,0,Cloudy,0,32.61,Winter
2023-01-19,S009,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,South,415,20,140,21.01,11.14,5,Rainy,0,11.06,Winter
2023-01-08,S009,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,East,569,64,138,51.62,97.95,10,Rainy,0,100.45,Winter
2023-01-01,S005,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,East,667,75,171,64.72,36.04,0,Rainy,0,34.77,Winter
2023-01-30,S008,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,South,282,28,67,30.53,21.95,10,Rainy,0,24.11,Winter
2023-01-30,S010,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,West,318,42,60,36.37,63.45,20,Sunny,0,61.85,Winter
2023-01-10,S006,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,North,799,62,111,71.35,76.28,0,Cloudy,0,76.65,Winter
2023-01-29,S008,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,South,607,50,136,48.57,22.81,10,Sunny,0,23.19,Winter
2023-01-13,S001,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,South,477,62,97,53.79,19.28,5,Sunny,0,18.71,Winter
2023-01-31,S008,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,East,545,35,86,40.84,36.01,15,Cloudy,0,33.86,Winter
2023-01-27,S005,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,West,541,55,50,45.64,15.24,10,Rainy,0,15.21,Winter
2023-01-28,S002,FOOD & GROCERIES,Fresh Produce,Onions,P0044,North,315,33,174,36.21,25.1,20,Cloudy,0,26.28,Winter
2023-01-31,S003,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,South,540,44,144,38.96,98.17,5,Cloudy,0,96.72,Winter
2023-01-01,S010,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,North,437,94,186,76.06,49.81,15,Rainy,1,54.55,Winter
2023-01-30,S005,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,East,465,39,170,38.52,42.17,20,Rainy,0,41.02,Winter
2023-01-30,S007,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,North,559,63,181,66.95,42.92,15,Sunny,0,46.78,Winter
2023-01-19,S006,FOOD & GROCERIES,Fresh Produce,Spinach,P0010,West,305,104,76,93.81,54.44,20,Cloudy,0,51.32,Winter
2023-01-28,S001,KITCHEN,Cookware,Saucepan,P0008,East,400,48,22,49.02,49.83,10,Sunny,0,52.81,Winter
2023-01-16,S002,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,South,571,55,11,57.34,46.29,5,Sunny,0,44.61,Winter
2023-01-13,S003,KITCHEN,Small Appliances,Electric Kettle,P0013,East,634,72,99,65.68,82.2,0,Cloudy,0,89.64,Winter
2023-01-17,S005,KITCHEN,Cookware,Non-stick Pan,P0035,South,345,41,45,49.15,26.8,5,Rainy,0,24.67,Winter
2023-01-24,S004,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,West,659,28,159,25.66,48.44,0,Sunny,0,52.36,Winter
2023-01-03,S008,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,West,486,90,31,95.65,89.32,10,Cloudy,0,88.0,Winter
2023-01-11,S006,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,North,381,62,141,69.16,73.91,20,Rainy,0,77.03,Winter
2023-01-04,S010,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,North,709,30,55,26.6,21.79,5,Cloudy,1,21.98,Winter
2023-01-13,S002,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,South,760,10,123,8.77,56.68,5,Sunny,0,52.21,Winter
2023-01-28,S005,FOOD & GROCERIES,Fresh Produce,Onions,P0044,East,401,55,143,45.21,77.29,0,Sunny,0,79.67,Winter
2023-01-19,S010,FOOD & GROCERIES,Bakery & Bread,Croissants,P0030,North,383,61,30,62.84,70.47,10,Snowy,0,73.85,Winter
2023-01-28,S007,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,West,288,75,19,74.49,58.26,10,Rainy,0,59.91,Winter
2023-01-31,S004,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,South,426,-2,25,-2.08,17.54,20,Cloudy,0,19.16,Winter
2023-01-30,S002,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,South,577,12,144,13.78,87.36,15,Sunny,0,92.75,Winter
